"Sponsor IRN","Sponsor Name","School IRN","School Name","Total Formula Aid Payment FY13 Grade K","Total Formula Aid Payment FY13 Grades 1 -12","Total Formula Aid Payment FY13 Grades K -12","Weighted Special Education FY13","Weighted Vocational Education FY13","WEB_INT_I_AID (Part 1 PBA Total Intervention)","WEB_INT_II_AID (Part 2 PBA Total Intervention)","WEB_INT_III_AID (Part 3PBA Total Intervention)","PBA Total Intervention FY13","PBA All Day Kindergarten FY13","PBA Class Size Reduction FY13","PBA Limited English Proficient FT11","PBA Professional Development FY13","PBA Dropout Provention FY13","PBA Outreach FY13","PBA Guarantee FY13","PBA Total  FY13","Parity Aid FY13","Subsidy for High Performing District FY13","Total Payment FY13"
"000862","Buckeye Community Hope Foundation                           ","142935","Focus Learning Academy of Southeastern Columbus             ","0.0","1163255.4","1163255.4","91101.53","61036.63","275.91","630.45","5732.76","6639.120000000001","0.0","0.0","0.0","2456.53","11423.68","11503.13","0.0","32022.46","41343.24","0.0","1388759.2599999998"
"000862","Buckeye Community Hope Foundation","143172","International Acad Of Columbus","70243.65","1043188.1","1113431.75","80600.41","0.0","439.83","1024.29","12464.64","13928.759999999998","63963.7","91801.34","109182.52","2744.56","15052.56","15147.14","0.0","311820.58","12442.02","0.0","1518294.76"
"000862","Buckeye Community Hope Foundation","143198","Great Western Academy","333022.8","4001178.8","4334201.6","219561.86","0.0","1936.78","4659.82","48819.84","55416.439999999995","309812.67","286584.66","56229.04","7634.4","38988.53","47162.91","0.0","801828.6500000001","158906.87","0.0","5514498.980000001"
"000862","Buckeye Community Hope Foundation","143453","Mollie Kessler","0.0","367331.82","367331.82","246604.7","0.0","81.15","181.78","2077.44","2340.37","0.0","0.0","0.0","594.12","4554.23","4554.23","0.0","12042.949999999999","42392.73","0.0","668372.2"
"000862","Buckeye Community Hope Foundation","143552","Eagle Academy","134469.67","2707075.69","2841545.36","362376.26","0.0","1893.5","5049.33","72710.4","79653.23","132308.47","173409.31","0.0","7449.38","49864.75","49864.75","175504.04","668053.93","336886.07","0.0","4208861.62"
"007991","Educational Resource Consultants of Ohio                    ","000527","Cleveland Academy for Scholarship Technology and Leadership ","0.0","1347149.47","1347149.47","141223.27","0.0","324.6","865.6","12464.64","13654.84","0.0","0.0","0.0","3350.63","17181.54","18323.24","0.0","52510.25","155713.62","0.0","1696596.6099999999"
"007991","Educational Resource Consultants of Ohio","000576","King Academy Community School","47142.82","511754.81","558897.63","17368.87","0.0","486.9","1298.4","18696.96","20482.26","46722.05","60373.39","0.0","1454.75","8780.31","8780.31","0.0","146593.07","6226.86","1806.25","730892.6800000002"
"007991","Educational Resource Consultants of Ohio","000677","New Day Academy Boarding & Day School","31742.26","1311500.02","1343242.28","109573.08","0.0","405.75","1043.53","13503.36","14952.640000000001","31458.95","22523.66","0.0","2522.99","12719.95","15494.88","0.0","99673.07","141602.39","0.0","1694090.8199999998"
"007991","Educational Resource Consultants of Ohio","000725","Zenith Academy","141057.7","1668849.98","1809907.68","30358.72","0.0","351.65","937.73","13503.36","14792.740000000002","127079.45","158613.03","152453.78","4322.26","23368.43","23413.83","193926.41","697969.93","20565.33","5814.68","2564616.34"
"007991","Educational Resource Consultants of Ohio","000909","V L T Academy","300310.88","3894857.9","4195168.78","115959.31","0.0","3110.75","8295.33","119452.8","130858.88","292910.2","343517.94","0.0","11052.5","67668.45","67668.45","0.0","913676.4199999999","41495.77","0.0","5266300.28"
"007991","Educational Resource Consultants of Ohio","000938","Premier Academy of Ohio","0.0","668669.38","668669.38","113852.87","0.0","405.75","1075.74","14042.52","15524.01","0.0","0.0","0.0","1669.58","8592.76","8592.76","0.0","34379.11","13768.74","0.0","830670.1"
"007991","Educational Resource Consultants of Ohio","011439","Renaissance Academy","66422.04","823188.29","889610.3300000001","43027.87","0.0","703.3","1856.72","22891.44","25451.46","63002.69","67504.48","0.0","2148.22","11142.32","11219.24","0.0","180468.41","18894.71","0.0","1132001.32"
"007991","Educational Resource Consultants of Ohio","011923","Northeast Ohio College Preparatory School","92831.14","2087916.26","2180747.4","207438.97","0.0","703.3","1875.47","27006.72","29585.49","91437.28","110616.14","0.0","5652.78","30833.83","31416.62","24033.02","323575.16000000003","255592.25","0.0","2967353.7800000003"
"007991","Educational Resource Consultants of Ohio","012010","Cleveland College Preparatory School","80111.43","1455010.41","1535121.8399999999","85582.6","0.0","730.35","1913.94","27006.72","29651.010000000002","73743.39","106550.77","0.0","3976.34","21672.2","21709.46","22458.32","279761.49","182156.29","0.0","2082622.22"
"007991","Educational Resource Consultants of Ohio                    ","012036","Thurgood Marshall High School                               ","0.0","567082.72","567082.72","17955.45","0.0","116.31","288.53","4154.88","4559.72","0.0","0.0","0.0","1349.28","7427.55","7544.09","0.0","20880.64","61465.5","0.0","667384.3099999999"
"007991","Educational Resource Consultants of Ohio                    ","012037","New Beginnings Academy                                      ","0.0","540103.23","540103.23","23009.48","0.0","27.05","72.13","1038.72","1137.9","0.0","0.0","0.0","1276.3","4458.6","4458.6","0.0","11331.400000000001","27886.02","0.0","602330.13"
"007991","Educational Resource Consultants of Ohio                    ","012038","Langston Hughes High School                                 ","0.0","566911.62","566911.62","33605.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1349.6","6237.8","7556.99","0.0","15144.39","63614.7","0.0","679275.99"
"007991","Educational Resource Consultants of Ohio                    ","012040","Road to Success Academy                                     ","0.0","648192.33","648192.33","33012.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1648.78","8910.52","8948.98","0.0","19508.28","9229.85","0.0","709942.76"
"007991","Educational Resource Consultants of Ohio                    ","012041","The Arch Academy                                            ","0.0","509758.44","509758.44","34465.51","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1288.11","7034.01","7056.71","0.0","15378.830000000002","7815.56","0.0","567418.34"
"007991","Educational Resource Consultants of Ohio                    ","012042","George V. Voinovich Reclamation Academy                     ","0.0","488026.54","488026.54","29519.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1129.66","5697.69","5847.87","0.0","12675.22","50926.35","0.0","581147.4999999999"
"007991","Educational Resource Consultants of Ohio                    ","012043","Frederick Douglass Reclamation Academy                      ","0.0","476276.48","476276.48","16699.04","0.0","108.2","288.53","4154.88","4551.61","0.0","0.0","0.0","1167.67","6360.82","6542.44","0.0","18622.539999999997","53599.69","0.0","565197.75"
"007991","Educational Resource Consultants of Ohio                    ","012044","Capital High School                                         ","0.0","1131484.63","1131484.63","54936.38","0.0","162.3","432.8","6232.32","6827.42","0.0","0.0","752.67","2379.65","12502.58","13866.71","0.0","36329.03","31315.29","0.0","1254065.3299999996"
"007991","Educational Resource Consultants of Ohio","013170","Hope Academy for Autism","12234.89","138034.62","150269.51","222134.59","0.0","135.25","344.79","3523.86","4003.9","9299.19","9087.52","0.0","309.97","128.4","1368.13","0.0","24197.110000000004","19951.62","0.0","416552.83"
"007991","Educational Resource Consultants of Ohio","013180","BAJIM Village Academy","38273.24","38045.08","76318.32","0.0","0.0","81.15","216.4","3116.16","3413.71","35105.13","18666.13","0.0","193.04","1048.35","1048.35","0.0","59474.71","1133.19","0.0","136926.22000000003"
"007991","Educational Resource Consultants of Ohio","133330","T.C.P. World Academy","217917.92","2157561.0","2375478.92","83842.88","0.0","757.4","2019.73","29084.16","31861.29","198618.16","261029.59","0.0","5827.37","33584.83","33645.02","0.0","564566.26","28541.97","7729.39","3060159.4200000004"
"007991","Educational Resource Consultants of Ohio","133561","Millennium Community School","351303.83","3136351.96","3487655.79","129607.37","0.0","1655.46","4283.76","57129.6","63068.82","318150.85","338575.83","0.0","8059.88","39680.75","39743.8","0.0","807279.93","95544.61","0.0","4520087.7"
"007991","Educational Resource Consultants of Ohio","134247","City Day Community School","56269.08","661596.52","717865.6","55600.2","0.0","351.65","937.73","13503.36","14792.740000000002","55512.46","59057.35","0.0","1882.81","11279.34","11279.34","0.0","153804.03999999998","85648.38","0.0","1012918.2199999999"
"007991","Educational Resource Consultants of Ohio","134288","East End Comm Heritage School","18965.5","428876.99","447842.49","45584.2","0.0","216.4","577.07","8309.76","9103.23","18796.23","22077.93","0.0","1158.31","6940.23","6940.23","0.0","65016.15999999999","6166.81","0.0","564609.66"
"007991","Educational Resource Consultants of Ohio","143602","Hamilton Cnty Math & Science","317080.36","2207413.17","2524493.53","46151.15","0.0","623.23","1258.0","6767.26","8648.49","208652.24","151334.41","0.0","2977.99","3567.45","3808.19","0.0","378988.77","76740.24","8469.06","3034842.750000001"
"008303","Kids Count of Dayton, Inc.                                  ","000277","Scholarts Preparatory and Care     ","18052.87","321472.37","339525.24","52470.92","0.0","0.0","0.0","0.0","0.0","0.0","18160.16","0.0","893.13","4756.34","4756.34","0.0","28565.97","4753.62","0.0","425315.75"
"008303","Kids Count of Dayton, Inc.                                  ","000445","General Chappie James Leadership Academy                    ","0.0","707741.15","707741.15","42234.81","0.0","135.25","360.67","5193.6","5689.52","0.0","0.0","0.0","1860.2","9778.06","9778.06","0.0","27105.839999999997","83471.35","0.0","860553.15"
"008303","Kids Count of Dayton, Inc.","000608","Summit Academy Transition High School-Cincinnati","0.0","450551.85","450551.85","538714.54","0.0","54.1","144.27","2077.44","2275.81","0.0","0.0","0.0","625.85","3077.51","3117.63","0.0","9096.8","6215.3","0.0","1004578.4900000001"
"008303","Kids Count of Dayton, Inc.","000614","Summit Academy Transition High School-Columbus","0.0","405776.14","405776.14","727650.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","694.82","3139.62","3299.18","0.0","7133.62","14624.46","0.0","1155184.4000000001"
"008303","Kids Count of Dayton, Inc.","000621","Summit Academy Transition High School Dayton","0.0","459518.39","459518.39","825371.25","5312.41","76.82","144.26","1753.16","1974.24","0.0","0.0","0.0","705.55","3996.35","4057.4","0.0","10733.539999999999","38511.06","0.0","1339446.6500000001"
"008303","Kids Count of Dayton, Inc.","132944","Miami Valley Academies","45232.0","922151.13","967383.13","56965.59","7703.8","590.77","1298.4","17557.61","19446.78","21142.22","26881.51","0.0","1617.13","5583.33","5583.33","0.0","80254.3","76632.38","0.0","1188939.2000000002"
"008303","Kids Count of Dayton, Inc.                                  ","133264","Dohn Community                                              ","0.0","1090017.2","1090017.2","169886.1","57971.19","386.82","1009.87","14542.08","15938.77","0.0","0.0","0.0","2773.9","16671.09","16671.09","0.0","52054.850000000006","12387.85","0.0","1382317.1900000002"
"008303","Kids Count of Dayton, Inc.","133512","Cincinnati College Preparatory Academy","254651.06","4503293.99","4757945.05","134608.46","0.0","2813.2","7501.87","108026.88","118341.95000000001","241609.23","338516.05","0.0","12346.75","74708.34","74708.34","0.0","860230.6599999999","51007.75","0.0","5803791.92"
"008316","Richland Academy","000420","Columbus Bilingual Academy","64824.93","421062.63","485887.56","48020.3","0.0","243.45","649.2","9348.48","10241.13","62437.39","41880.39","37904.19","870.27","4450.67","5394.56","0.0","163178.6","18057.66","0.0","715144.1200000001"
"008316","Richland Academy","000781","Cincinnati Speech & Reading Intervention Center","122320.35","1057790.11","1180110.4600000002","55515.77","0.0","703.3","1875.47","27006.72","29585.49","121228.59","146537.25","0.0","3082.16","18854.41","18854.41","0.0","338142.3099999999","11765.98","0.0","1585534.52"
"008316","Richland Academy","010036","Cesar Chavez College Preparatory School","29289.58","212185.45","241475.03000000003","16058.83","0.0","216.4","577.07","8309.76","9103.23","29028.16","31859.3","13585.75","642.35","3530.76","3530.76","0.0","91280.31","2539.25","0.0","351353.42"
"008316","Richland Academy","011468","Columbus Bilingual Academy-North","121692.92","530634.75","652327.67","27013.07","0.0","0.0","0.0","0.0","0.0","114529.78","101368.8","39619.13","1695.13","9150.71","9150.71","0.0","275514.26000000007","7938.63","0.0","962793.63"
"008316","Richland Academy","011985","Theodore Roosevelt Public Community School","42180.41","1058588.66","1100769.0699999998","79043.93","0.0","1325.45","3534.53","50897.28","55757.26","41803.94","62462.44","0.0","2910.55","17774.39","17774.39","0.0","198482.97000000003","10911.96","0.0","1389207.9299999995"
"008316","Richland Academy","012002","College Hill Leadership Academy","37303.57","414103.86","451407.43","20437.85","0.0","270.5","721.33","10387.2","11379.03","31317.62","34349.91","0.0","1139.24","6607.71","6607.71","0.0","91401.22000000002","6822.78","0.0","570069.2799999999"
"008316","Richland Academy","012624","Accelerated Achievement Academy of East Cincinnati","0.0","1049747.59","1049747.59","18312.52","0.0","108.2","288.53","4154.88","4551.61","0.0","0.0","0.0","2676.01","16007.64","16007.64","0.0","39242.899999999994","12422.33","0.0","1119725.34"
"008316","Richland Academy","012626","Dow Leadership Institute, The","54329.74","463385.65","517715.39","14685.54","0.0","405.75","1082.0","15580.8","17068.55","53844.83","55216.06","0.0","1376.64","7482.74","7655.68","0.0","142644.5","62837.64","0.0","737883.0700000002"
"008316","Richland Academy","012628","Imagine Integrity Academy","90578.1","465439.06","556017.16","19224.55","0.0","513.95","1348.41","18696.96","20559.32","89487.0","79598.91","752.67","1384.34","7286.29","7286.29","0.0","206354.82000000004","9461.43","0.0","791057.9600000002"
"008316","Richland Academy","012629","Great Expectations Elementary School","158112.39","673289.54","831401.93","61065.82","0.0","486.9","1298.4","18696.96","20482.26","149493.59","117216.44","0.0","2112.4","14139.22","14139.22","19086.5","336669.63","95517.99","0.0","1324655.3699999999"
"008316","Richland Academy","012631","Impact Academy Cincinnati","109343.95","333792.81","443136.76","9826.33","0.0","622.15","1659.07","23890.56","26171.780000000002","108368.01","87975.53","0.0","1163.62","6957.0","6957.0","0.0","237592.94","4361.31","0.0","694917.3400000001"
"012931","Office of School Sponsorship","007984","Youngstown Academy of Excellence","93829.32","980901.4","1074730.72","78801.04","0.0","1595.95","4255.87","61284.48","67136.3","90476.27","99731.54","0.0","2852.13","23315.57","23315.57","0.0","306827.38","179220.13","0.0","1639579.27"
"012931","Office of School Sponsorship","013232","A+ Children's Academy","55413.49","333051.31","388464.8","24659.08","0.0","27.05","72.13","1038.72","1137.9","54918.92","41068.94","0.0","703.59","3466.55","3627.81","0.0","104923.71","20332.77","0.0","538380.36"
"012931","Office of School Sponsorship","013240","Cincinnati State STEM Academy","0.0","985008.21","985008.21","14566.47","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2407.13","14539.0","14539.0","0.0","31485.13","11616.35","0.0","1042676.1599999999"
"012931","Office of School Sponsorship","133348","Richard Allen Preparatory","321044.59","598111.99","919156.5800000001","8233.69","0.0","459.85","1226.27","17658.24","19344.36","0.0","137820.95","0.0","2188.54","11685.71","11685.71","0.0","182725.27","104165.08","0.0","1214280.62"
"012931","Office of School Sponsorship","133736","Richard Allen Academy","0.0","578376.48","578376.48","19041.13","0.0","135.25","360.67","5193.6","5689.52","0.0","0.0","0.0","1529.89","7118.32","7118.32","0.0","21456.05","68616.16","0.0","687489.82"
"012931","Office of School Sponsorship","143560","Richard Allen Academy II","0.0","2591685.6","2591685.6","41367.33","0.0","459.85","1226.26","17395.32","19081.43","0.0","162266.32","0.0","6482.03","33074.37","33074.37","0.0","253978.52","302441.53","0.0","3189472.9800000004"
"012931","Office of School Sponsorship","143578","Richard Allen Academy III","78400.25","851936.0","930336.25","55475.99","0.0","0.0","0.0","0.0","0.0","0.0","62164.03","12616.1","1233.83","93.14","5936.43","0.0","82043.53","93555.72","0.0","1161411.49"
"043489","Akron City","149054","Akron Digital Academy                                       ","11094.11","2977326.95","2988421.06","444083.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3432504.18"
"043752","Cincinnati City                                             ","133389","Lighthouse Community Sch Inc                                ","0.0","313772.09","313772.09","304369.31","0.0","162.3","432.8","6232.32","6827.42","0.0","0.0","0.0","743.78","4223.81","4294.78","0.0","16089.79","5486.9","0.0","639718.0900000002"
"043786","Cleveland Municipal","000930","Cleveland Entrepreneurship Preparatory School","0.0","1463794.43","1463794.43","103689.57","0.0","622.15","1651.85","22851.84","25125.84","0.0","0.0","2346.89","3482.27","17468.02","19405.76","0.0","67828.78","163101.07","4362.71","1802776.56"
"043786","Cleveland Municipal                                         ","000936","Promise Academy                                             ","0.0","2468937.46","2468937.46","325317.16","0.0","1000.85","2668.93","38432.64","42102.42","0.0","0.0","0.0","6117.19","32594.45","33693.9","0.0","114507.95999999999","282498.33","0.0","3191260.91"
"043786","Cleveland Municipal","011291","Village Preparatory School","225304.45","1487979.0","1713283.45","52831.7","0.0","919.7","2418.87","32200.32","35538.89","220269.16","296192.31","11758.05","4312.88","22353.02","23838.52","0.0","614262.8300000001","197046.25","0.0","2577424.2299999995"
"043786","Cleveland Municipal","012029","Citizens Leadership Academy","0.0","1116312.23","1116312.23","100701.51","0.0","216.4","538.6","6232.32","6987.32","0.0","0.0","0.0","2604.73","13584.46","14261.49","0.0","37438.0","122000.38","0.0","1376452.12"
"043786","Cleveland Municipal","012030","Near West Intergenerational School","82335.96","461902.63","544238.59","26347.26","0.0","135.25","360.67","5193.6","5689.52","75665.41","74700.56","18940.25","1274.96","6976.34","7122.79","0.0","190369.83","58381.23","0.0","819336.91"
"043786","Cleveland Municipal","012031","Entrepreneurship Preparatory School - Woodland Hills Campus","0.0","448213.26","448213.26","43638.82","0.0","54.1","144.27","2077.44","2275.81","0.0","0.0","0.0","1136.11","6181.34","6215.32","0.0","15808.58","52310.59","0.0","559971.25"
"043786","Cleveland Municipal","012852","Citizens Academy East","209761.31","399444.83","609206.14","35146.34","0.0","189.35","504.93","7271.04","7965.32","202264.35","129275.6","0.0","1534.74","7058.49","8593.27","0.0","356691.77","73550.07","0.0","1074594.3199999998"
"043786","Cleveland Municipal","133520","Citizens Academy","201376.56","1979599.0","2180975.56","131294.68","0.0","784.45","2072.63","29084.16","31941.239999999998","193926.18","232558.83","0.0","5229.29","27144.07","29072.33","0.0","519871.94","244619.49","7100.39","3083862.060000001"
"043828","Coshocton City                                              ","000598","Coshocton Opportunity School                                ","0.0","302934.67","302934.67","42698.01","0.0","81.15","173.12","0.0","254.27","0.0","0.0","0.0","126.07","0.0","0.0","0.0","380.34000000000003","27616.08","0.0","373629.10000000003"
"043836","Cuyahoga Falls City                                         ","147231","Schnee Learning Center                                      ","0.0","820541.67","820541.67","65881.57","0.0","14.61","0.0","0.0","14.61","0.0","0.0","0.0","327.51","1569.09","1569.09","0.0","3480.3","13369.19","0.0","903272.7299999999"
"043844","Dayton City                                                 ","008283","Dayton Technology Design High School                        ","0.0","893631.59","893631.59","28530.33","121758.0","270.5","721.33","10387.2","11379.03","0.0","0.0","0.0","2298.7","13824.48","13824.48","0.0","41326.69","108465.0","0.0","1193711.6099999999"
"043844","Dayton City","009283","Dayton Early College Academy, Inc","0.0","2539780.01","2539780.01","32275.65","0.0","595.1","1586.93","22851.84","25033.87","0.0","0.0","0.0","6680.19","41530.27","41530.27","0.0","114774.59999999998","303167.02","0.0","2989997.28"
"043968","Fairborn City                                               ","149088","Fairborn Digital Academy                                    ","0.0","833854.61","833854.61","62159.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","896013.63"
"043984","Findlay City                                                ","000402","Findlay Digital Academy                                     ","0.0","778013.32","778013.32","45415.89","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","823429.21"
"044156","Jackson City                                                ","007998","Center for Student Achievement                              ","0.0","305786.62","305786.62","39739.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","140.99","0.0","0.0","0.0","140.99","33373.83","0.0","379040.52999999997"
"044198","Lakewood City                                               ","000942","Lakewood City Academy                                       ","0.0","897110.96","897110.96","38396.32","0.0","459.85","703.06","0.0","1162.9099999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1162.9099999999999","0.0","0.0","936670.19"
"044206","Lancaster City                                              ","000426","Lancaster Fairfield Community School                        ","0.0","277095.95","277095.95","48335.78","0.0","54.1","111.57","0.0","165.67","0.0","0.0","0.0","157.26","0.0","0.0","0.0","322.92999999999995","0.0","0.0","325754.66"
"044206","Lancaster City","142984","Lancaster Digital Academy                                   ","7557.68","482664.86","490222.54","67913.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","558135.7999999999"
"044222","Lima City","151175","West Central Learning Academy II","0.0","363738.35","363738.35","7254.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","370993.02999999997"
"044255","London City                                                 ","151027","London Academy                                              ","0.0","1424722.64","1424722.64","167750.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1592473.19"
"044263","Lorain City","151142","Lorain High School Digital","5817.99","855928.73","861746.72","31266.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","893013.2999999999"
"044297","Mansfield City                                              ","000392","Mansfield Enhancement Academy                               ","0.0","258558.23","258558.23","41101.23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","620.88","43.37","2139.1","0.0","2803.35","28232.71","0.0","330695.52"
"044297","Mansfield City","000396","Mansfield Elective Academy","5703.91","177391.6","183095.51","40761.3","0.0","243.45","649.2","3905.91","4798.5599999999995","5653.0","997.91","0.0","477.49","0.0","1632.49","0.0","13559.449999999999","21059.61","0.0","258475.87"
"044297","Mansfield City                                              ","000905","Interactive Media & Construction (IMAC)                     ","0.0","228156.4","228156.4","24141.26","0.0","54.1","144.27","867.98","1066.35","0.0","0.0","0.0","491.0","0.0","1678.66","0.0","3236.01","23821.02","0.0","279354.69"
"044339","Marion City                                                 ","011444","Rushmore Academy                                            ","0.0","962363.69","962363.69","53020.98","0.0","123.89","282.76","0.0","406.65","0.0","0.0","0.0","1246.72","0.0","0.0","0.0","1653.37","120243.05","0.0","1137281.0899999999"
"044339","Marion City                                                 ","148916","Marion City Digital Academy                                 ","4791.28","587297.39","592088.67","59432.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","651520.7200000001"
"044354","Massillon City                                              ","149427","Massillon Digital Academy, Inc                              ","0.0","637354.9","637354.9","53725.92","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","691080.8200000001"
"044396","Miamisburg City                                             ","000360","Miamisburg Secondary Academy                                ","0.0","609120.55","609120.55","15302.32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","624422.87"
"044453","Newark City                                                 ","000162","Newark Digital Academy                                      ","6359.86","1707066.19","1713426.05","129037.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1842463.6300000001"
"044453","Newark City","000941","Par Excellence Academy","77287.98","590811.0","668098.98","129875.59","0.0","135.25","242.85","0.0","378.1","55766.85","1247.89","0.0","19.62","0.0","0.0","0.0","57412.46","42222.26","0.0","897609.2899999999"
"044487","New Philadelphia City                                       ","000241","Quaker Digital Academy                                      ","80054.43","3294795.17","3374849.6","133091.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3507940.95"
"044602","Oregon City                                                 ","008289","Eagle Learning Center                                       ","0.0","366133.98","366133.98","30363.63","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","387.94","2596.48","2596.48","0.0","5580.9","18198.31","0.0","420276.81999999995"
"044909","Toledo City                                                 ","000125","Polly Fox Academy Community School                          ","0.0","600906.92","600906.92","59905.28","0.0","216.4","577.07","8309.76","9103.23","0.0","0.0","0.0","1528.34","10194.65","10194.65","0.0","31020.870000000003","68907.53","0.0","760740.6000000001"
"044909","Toledo City                                                 ","000130","Phoenix Academy Community School                            ","0.0","3162532.89","3162532.89","417137.84","0.0","1163.15","3101.73","44664.96","48929.84","0.0","0.0","0.0","6756.64","44083.57","44094.8","0.0","143864.84999999998","299099.92","0.0","4022635.4999999995"
"044941","Urbana City","149062","Urbana Community School","0.0","225190.37","225190.37","22034.71","0.0","1067.93","1670.72","0.0","2738.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2738.65","18034.86","0.0","267998.58999999997"
"044966","Van Wert City                                               ","011479","LifeLinks Community School                                  ","0.0","313372.81","313372.81","140069.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31311.0","0.0","484752.86"
"045054","West Carrollton City","013059","West Carrollton Secondary Academy","0.0","249603.1","249603.1","5712.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17708.8","0.0","273024.24"
"045161","Youngstown City Schools                                     ","008251","Mahoning Valley Opportunity Center                          ","0.0","633019.94","633019.94","89224.22","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1618.95","13245.41","13245.41","0.0","28109.77","103899.92","0.0","854253.85"
"045179","Zanesville City                                             ","009148","Zanesville Community School                                 ","0.0","636670.44","636670.44","91501.24","0.0","162.3","432.8","6232.32","6827.42","0.0","0.0","0.0","1560.62","0.0","0.0","0.0","8388.04","73524.56","0.0","810084.28"
"045534","Mount Gilead Exempted Village                               ","148981","Tomorrow Center                                             ","0.0","506849.46","506849.46","310311.18","0.0","29.22","0.0","0.0","29.22","0.0","0.0","0.0","159.94","290.23","308.76","0.0","788.15","45746.55","0.0","863695.34"
"045591","Rittman Exempted Village                                    ","000640","Rittman Academy                                             ","0.0","202888.08","202888.08","5217.27","0.0","13.53","0.0","0.0","13.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.53","18455.38","0.0","226574.25999999998"
"045930","Auglaize County ESC                                         ","000288","Auglaize County Educational Academy                         ","8042.52","522820.41","530862.9299999999","119859.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","650722.2699999999"
"046193","Graham Local","011470","A.B. Graham Academy","19963.71","1313097.12","1333060.83","97172.67","0.0","3.25","0.0","0.0","3.25","5653.0","4902.37","0.0","93.39","0.0","402.84","0.0","11054.849999999999","121735.43","0.0","1563023.78"
"046805","Margaretta Local                                            ","012867","Townsend North Community School                             ","0.0","1872878.85","1872878.85","221967.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.86","45.04","102.86","0.0","196.76","97094.19","0.0","2192137.18"
"046896","Pickerington Local                                          ","012497","Pickerington Community School                               ","0.0","493787.49","493787.49","38201.99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49914.53","0.0","581904.01"
"046938","ESC of Central Ohio","000679","Oakstone Community School","2851.96","1449682.97","1452534.93","5825483.79","0.0","11.36","0.0","0.0","11.36","0.0","0.0","0.0","774.69","3748.02","4347.01","0.0","8881.08","24414.48","0.0","7311314.28"
"046938","ESC of Central Ohio","000770","Maritime Academy of Toledo, The","0.0","1220693.77","1220693.77","163146.76","46623.53","405.75","1060.36","14542.08","16008.19","0.0","0.0","0.0","3074.19","20513.42","20513.42","0.0","60109.22","139086.27","3638.17","1633297.7199999997"
"046938","ESC of Central Ohio                                         ","000912","Early College Academy                                       ","0.0","887756.57","887756.57","14800.52","0.0","216.4","577.07","8309.76","9103.23","0.0","0.0","0.0","2264.65","12360.8","12371.83","0.0","36100.51","11248.66","0.0","949906.26"
